genres,original_title,overview,ratings,votes,overview_new
Drama  Mystery  Sci-Fi,midnight special,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",6.6,76511,"father son go run, pursued government cult drawn child's special powers."
Animation  Action  Adventure,kubo and the two strings,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,7.8,119190,young boy named kubo must locate magical suit armour worn late father order defeat vengeful spirit past.
Drama  Romance,collateral beauty,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time, and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",6.8,92798,"retreating life tragedy, man question universe writing love, time, death. receiving unexpected answers, begin see thing interlock even loss reveal moment meaning beauty."
Horror  Thriller,terrifier,"On Halloween night, Tara Heyes finds herself as the obsession of a sadistic murderer known as Art the Clown.",5.6,14573,"halloween night, tara heyes find obsession sadistic murderer known art clown."
Action  Horror  Sci-Fi,morgan,A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,5.8,40136,corporate risk-management consultant must decide whether terminate artificially created humanoid being.
Crime  Drama,white girl,"Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",5.7,9746,"summer, new york city. college girl fall hard guy met. night partying go wrong, go wild extreme get back."
Drama  Mystery  Thriller,brimstone,"From the moment the new reverend climbs the pulpit, Liz knows she and her family are in great danger.",7.1,37091,"moment new reverend climb pulpit, liz know family great danger."
Comedy,neighbors 2: sorority rising,"When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.",5.7,114725,"new next-door neighbor turn sorority even debaucherous fraternity previously living there, mac kelly team former enemy, teddy, bring girl down."
Action  Comedy  Crime,free fire,"Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",6.4,42750,"set boston 1978, meeting deserted warehouse two gang turn shoot-out game survival."
Action  Drama  History,risen,"In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of Jesus Christ, who rose from the dead.",6.3,25601,"33 ad, roman tribune judea tasked find missing body jesus christ, rose dead."
Adventure  Drama  Family,a monster calls,A boy seeks the help of a tree monster to cope with his single mother's terminal illness.,7.5,82102,boy seek help tree monster cope single mother's terminal illness.
Drama  Romance,the light between oceans,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,7.2,52807,lighthouse keeper wife living coast western australia raise baby rescue drifting rowing boat.
Action  Crime  Thriller,marauders,"When a bank is hit by a brutal heist, all evidence points to the owner and his high-powered clients. But as a group of FBI agents dig deeper into the case - and the deadly heists continue - it becomes clear that a larger conspiracy is at play.",5.5,20482,"bank hit brutal heist, evidence point owner high-powered clients. group fbi agent dig deeper case deadly heist continue becomes clear larger conspiracy play."
Animation  Action  Crime,batman: the killing joke,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",6.4,50464,"batman hunt escaped joker, clown prince crime attack gordon family prove diabolical point mirroring fall madness."
Animation  Action  Adventure,angry birds,"When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",6.3,81265,"island populated happy, flightless bird visited mysterious green piggies, three unlikely outcast red, chuck bomb figure pig to."
Horror  Thriller,the belko experiment,"In a twisted social experiment, eighty Americans are locked in their high-rise corporate office in Bogotá, Colombia, and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed.",6.1,44960,"twisted social experiment, eighty american locked high-rise corporate office bogotá, colombia, ordered unknown voice coming company's intercom system participate deadly game kill killed."
Comedy  Drama  Romance,how to be single,A group of young adults navigate love and relationships in New York City.,6.1,81714,group young adult navigate love relationship new york city.
Action  Adventure  Drama,ben-hur,"Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.",5.7,42008,"judah ben-hur, prince falsely accused treason adopted brother, officer roman army, return homeland year sea seek revenge, find redemption."
Action  Drama  History,the finest hours,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,6.8,62528,coast guard make daring rescue attempt coast cape cod pair oil tanker destroyed blizzard 1952.
Biography  Comedy  Drama,florence foster jenkins,"The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.",6.8,51502,"story florence foster jenkins, new york heiress dreamed becoming opera singer, despite terrible singing voice."
Drama  Romance  War,the exception,"A German soldier tries to determine if the Dutch resistance has planted a spy to infiltrate the home of Kaiser Wilhelm in Holland during the onset of World War II, but falls for a young Jewish Dutch woman during his investigation.",6.8,11475,"german soldier try determine dutch resistance planted spy infiltrate home kaiser wilhelm holland onset world war ii, fall young jewish dutch woman investigation."
